courseTitle,courseLink,enrollments,price,teacherName,designationOrInstitute,category
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,health-fitness
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,creativity
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,career-success
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,entrepreneurial
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,spiritual
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,professional-development
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,alternative-health
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,goal-setting
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,qualifications-accredited-
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,lifestyle
CTAA Accredited Crystal Therapy and Healing,https://www.ofcourse.co.uk/course/ctaa-accredited-crystal-therapy-and-healing,680,£100,Karen E. Wells,KEW Training Academy Ltd,all-courses
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,therapies
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,health-fitness
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,career-success
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,professional-development
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,alternative-health
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,self-help
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,goal-setting
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,lifestyle
"IICT Approved Acupressure for Physical, Mental and Emotional Health",https://www.ofcourse.co.uk/course/iict-approved-acupressure-for-physical-mental-and-emotional-health,897,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,all-courses
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",coaching
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",productivity
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",health-fitness
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",career-success
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",spiritual
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",latest-releases
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",professional-development
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",alternative-health
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",goal-setting
Spiritual Enlightenment & Illumination,https://www.ofcourse.co.uk/course/spiritual-enlightenment--illumination,163,£100,Mark Keane,"Master of Yoga, Meditation, Ecstatic Dance & Wellbeing Coach ",lifestyle
Master Coach Certification Bundle,https://www.ofcourse.co.uk/course/master-coach-certification-bundle,292,£150,Joeel Rivera,"Entrepreneur, Author & Professional Speaker",coaching
Master Coach Certification Bundle,https://www.ofcourse.co.uk/course/master-coach-certification-bundle,292,£150,Joeel Rivera,"Entrepreneur, Author & Professional Speaker",creativity
Master Coach Certification Bundle,https://www.ofcourse.co.uk/course/master-coach-certification-bundle,292,£150,Joeel Rivera,"Entrepreneur, Author & Professional Speaker",career-success
Master Coach Certification Bundle,https://www.ofcourse.co.uk/course/master-coach-certification-bundle,292,£150,Joeel Rivera,"Entrepreneur, Author & Professional Speaker",entrepreneurial
Master Coach Certification Bundle,https://www.ofcourse.co.uk/course/master-coach-certification-bundle,292,£150,Joeel Rivera,"Entrepreneur, Author & Professional Speaker",communication
Master Coach Certification Bundle,https://www.ofcourse.co.uk/course/master-coach-certification-bundle,292,£150,Joeel Rivera,"Entrepreneur, Author & Professional Speaker",latest-releases
Master Coach Certification Bundle,https://www.ofcourse.co.uk/course/master-coach-certification-bundle,292,£150,Joeel Rivera,"Entrepreneur, Author & Professional Speaker",bundles
Master Coach Certification Bundle,https://www.ofcourse.co.uk/course/master-coach-certification-bundle,292,£150,Joeel Rivera,"Entrepreneur, Author & Professional Speaker",alternative-health
Master Coach Certification Bundle,https://www.ofcourse.co.uk/course/master-coach-certification-bundle,292,£150,Joeel Rivera,"Entrepreneur, Author & Professional Speaker",self-help
Master Coach Certification Bundle,https://www.ofcourse.co.uk/course/master-coach-certification-bundle,292,£150,Joeel Rivera,"Entrepreneur, Author & Professional Speaker",goal-setting
Master Coach Certification Bundle,https://www.ofcourse.co.uk/course/master-coach-certification-bundle,292,£150,Joeel Rivera,"Entrepreneur, Author & Professional Speaker",lifestyle
Master Coach Certification Bundle,https://www.ofcourse.co.uk/course/master-coach-certification-bundle,292,£150,Joeel Rivera,"Entrepreneur, Author & Professional Speaker",all-courses
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,therapies
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,creativity
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,career-success
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,latest-releases
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,masterclasses
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,alternative-health
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,self-help
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,goal-setting
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,lifestyle
Professional Indian Head Massage Diploma,https://www.ofcourse.co.uk/course/professional-indian-head-massage-diploma,1198,£100,Karen E. Wells,KEW Training Academy Ltd,all-courses
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",therapies
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",cbt
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",career-success
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",latest-releases
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",professional-development
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",alternative-health
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",goal-setting
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",lifestyle
DBT: Dialectical Behaviour Therapy,https://www.ofcourse.co.uk/course/dbt-dialectical-behaviour-therapy,425,£100,Elmira Strange,"Life Coach, Founder of ""Career Woman; Success Academy"", Speaker, Author",all-courses
Hot Stone Massage Treatments (CTAA),https://www.ofcourse.co.uk/course/hot-stone-massage-treatments-ctaa,669,£100,Mark Perren-Jones,Owner of the Award Winning 5* Isla Verde Spa ,health-fitness
Hot Stone Massage Treatments (CTAA),https://www.ofcourse.co.uk/course/hot-stone-massage-treatments-ctaa,669,£100,Mark Perren-Jones,Owner of the Award Winning 5* Isla Verde Spa ,creativity
Hot Stone Massage Treatments (CTAA),https://www.ofcourse.co.uk/course/hot-stone-massage-treatments-ctaa,669,£100,Mark Perren-Jones,Owner of the Award Winning 5* Isla Verde Spa ,career-success
Hot Stone Massage Treatments (CTAA),https://www.ofcourse.co.uk/course/hot-stone-massage-treatments-ctaa,669,£100,Mark Perren-Jones,Owner of the Award Winning 5* Isla Verde Spa ,alternative-health
Hot Stone Massage Treatments (CTAA),https://www.ofcourse.co.uk/course/hot-stone-massage-treatments-ctaa,669,£100,Mark Perren-Jones,Owner of the Award Winning 5* Isla Verde Spa ,goal-setting
Hot Stone Massage Treatments (CTAA),https://www.ofcourse.co.uk/course/hot-stone-massage-treatments-ctaa,669,£100,Mark Perren-Jones,Owner of the Award Winning 5* Isla Verde Spa ,lifestyle
Hot Stone Massage Treatments (CTAA),https://www.ofcourse.co.uk/course/hot-stone-massage-treatments-ctaa,669,£100,Mark Perren-Jones,Owner of the Award Winning 5* Isla Verde Spa ,all-courses
IICT Approved Acupressure Facelift,https://www.ofcourse.co.uk/course/iict-approved-acupressure-facelift,342,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,therapies
IICT Approved Acupressure Facelift,https://www.ofcourse.co.uk/course/iict-approved-acupressure-facelift,342,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,fashion-beauty
IICT Approved Acupressure Facelift,https://www.ofcourse.co.uk/course/iict-approved-acupressure-facelift,342,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,career-success
IICT Approved Acupressure Facelift,https://www.ofcourse.co.uk/course/iict-approved-acupressure-facelift,342,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,latest-releases
IICT Approved Acupressure Facelift,https://www.ofcourse.co.uk/course/iict-approved-acupressure-facelift,342,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,alternative-health
IICT Approved Acupressure Facelift,https://www.ofcourse.co.uk/course/iict-approved-acupressure-facelift,342,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,self-help
IICT Approved Acupressure Facelift,https://www.ofcourse.co.uk/course/iict-approved-acupressure-facelift,342,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,goal-setting
IICT Approved Acupressure Facelift,https://www.ofcourse.co.uk/course/iict-approved-acupressure-facelift,342,£100,Annette Reilly ,Kinesiologist & Acupressure Expert,qualifications-accredited-
